EventID,TxnID,CustomerID,AccountNumber,PayerUPI,PayeeUPI,Amount,TxnType,TxnTimestamp,Status,DeviceID,GeoLocation
UPI003005,TXN003005,CUST222,1002003390,user436@upi,store109@upi,999,CREDIT,2025-01-01T04:10:20Z,SUCCESS,DEV298,"20.3345,77.0458"
UPI003006,TXN003006,CUST078,1002003398,user422@upi,store260@upi,2500,CREDIT,2025-01-01T04:10:25Z,SUCCESS,DEV084,"23.0246,72.7067"
UPI003007,TXN003007,CUST002,1002003156,user18@upi,store434@upi,75000,CREDIT,2025-01-01T04:10:30Z,SUCCESS,DEV154,"24.887,85.4397"
UPI003008,TXN003008,CUST340,1002003357,user396@upi,store53@upi,2500,CREDIT,2025-01-01T04:10:35Z,SUCCESS,DEV280,"21.4003,79.2806"
UPI003009,TXN003009,CUST081,1002003157,user313@upi,store457@upi,95000,DEBIT,2025-01-01T04:10:40Z,SUCCESS,DEV073,"15.2744,84.4448"
UPI003010,TXN003010,CUST164,1002003033,user89@upi,store61@upi,499,DEBIT,2025-01-01T04:10:45Z,SUCCESS,DEV246,"16.2271,73.9013"
UPI003011,TXN003011,CUST070,1002003034,user266@upi,store278@upi,95000,DEBIT,2025-01-01T04:10:50Z,SUCCESS,DEV007,"16.5931,75.7956"
UPI003012,TXN003012,CUST310,1002003068,user393@upi,store79@upi,999,DEBIT,2025-01-01T04:10:55Z,SUCCESS,DEV243,"20.4356,77.6219"
UPI003013,TXN003013,CUST131,1002003019,user452@upi,store496@upi,95000,CREDIT,2025-01-01T04:11:00Z,SUCCESS,DEV220,"20.5918,80.5607"
UPI003014,TXN003014,CUST146,1002003266,user458@upi,store459@upi,2500,DEBIT,2025-01-01T04:11:05Z,SUCCESS,DEV283,"14.955,79.8688"
UPI003015,TXN003015,CUST146,1002003455,user264@upi,store83@upi,999,CREDIT,2025-01-01T04:11:10Z,SUCCESS,DEV052,"15.1692,74.2614"
UPI003016,TXN003016,CUST286,1002003117,user60@upi,store190@upi,150,CREDIT,2025-01-01T04:11:15Z,SUCCESS,DEV125,"13.6516,77.5169"
UPI003017,TXN003017,CUST160,1002003357,user485@upi,store192@upi,75000,CREDIT,2025-01-01T04:11:20Z,SUCCESS,DEV025,"20.5768,80.7124"
UPI003018,TXN003018,CUST262,1002003183,user93@upi,store415@upi,5000,CREDIT,2025-01-01T04:11:25Z,SUCCESS,DEV169,"21.3119,85.9834"
UPI003019,TXN003019,CUST373,1002003181,user466@upi,store233@upi,499,DEBIT,2025-01-01T04:11:30Z,SUCCESS,DEV087,"24.519,82.6725"
UPI003020,TXN003020,CUST229,1002003304,user46@upi,store111@upi,5000,DEBIT,2025-01-01T04:11:35Z,SUCCESS,DEV210,"19.5014,77.7596"
UPI003021,TXN003021,CUST426,1002003163,user115@upi,store14@upi,95000,CREDIT,2025-01-01T04:11:40Z,SUCCESS,DEV183,"15.9278,85.4066"
UPI003022,TXN003022,CUST238,1002003386,user446@upi,store393@upi,150,DEBIT,2025-01-01T04:11:45Z,SUCCESS,DEV227,"22.4765,85.0275"
UPI003023,TXN003023,CUST025,1002003160,user126@upi,store163@upi,95000,CREDIT,2025-01-01T04:11:50Z,SUCCESS,DEV204,"12.9993,78.7072"
UPI003024,TXN003024,CUST202,1002003202,user47@upi,store36@upi,5000,DEBIT,2025-01-01T04:11:55Z,SUCCESS,DEV161,"17.8215,86.9939"
UPI003025,TXN003025,CUST228,1002003437,user374@upi,store116@upi,2500,CREDIT,2025-01-01T04:12:00Z,SUCCESS,DEV229,"26.261,79.4621"
UPI003026,TXN003026,CUST121,1002003065,user249@upi,store86@upi,2500,CREDIT,2025-01-01T04:12:05Z,SUCCESS,DEV192,"27.5421,85.2038"
UPI003027,TXN003027,CUST362,1002003297,user70@upi,store34@upi,2500,CREDIT,2025-01-01T04:12:10Z,SUCCESS,DEV058,"27.7887,81.1121"
UPI003028,TXN003028,CUST489,1002003336,user244@upi,store467@upi,5000,CREDIT,2025-01-01T04:12:15Z,SUCCESS,DEV044,"18.8167,79.337"
UPI003029,TXN003029,CUST195,1002003114,user450@upi,store97@upi,95000,CREDIT,2025-01-01T04:12:20Z,SUCCESS,DEV223,"14.4956,82.9811"
UPI003030,TXN003030,CUST372,1002003368,user16@upi,store184@upi,499,CREDIT,2025-01-01T04:12:25Z,SUCCESS,DEV162,"18.9481,76.4165"
UPI003031,TXN003031,CUST438,1002003184,user411@upi,store381@upi,2500,CREDIT,2025-01-01T04:12:30Z,SUCCESS,DEV234,"14.9302,86.8022"
UPI003032,TXN003032,CUST342,1002003312,user317@upi,store449@upi,95000,DEBIT,2025-01-01T04:12:35Z,SUCCESS,DEV094,"15.4962,73.002"
UPI003033,TXN003033,CUST233,1002003042,user322@upi,store46@upi,75000,DEBIT,2025-01-01T04:12:40Z,SUCCESS,DEV154,"12.7578,72.0473"
UPI003034,TXN003034,CUST161,1002003324,user33@upi,store335@upi,499,DEBIT,2025-01-01T04:12:45Z,SUCCESS,DEV176,"14.8628,84.1398"
UPI003035,TXN003035,CUST019,1002003483,user277@upi,store164@upi,5000,DEBIT,2025-01-01T04:12:50Z,SUCCESS,DEV297,"22.3594,72.9029"
UPI003036,TXN003036,CUST173,1002003135,user188@upi,store281@upi,75000,DEBIT,2025-01-01T04:12:55Z,SUCCESS,DEV185,"15.656,82.7239"
UPI003037,TXN003037,CUST155,1002003411,user96@upi,store176@upi,999,DEBIT,2025-01-01T04:13:00Z,SUCCESS,DEV077,"27.1974,81.5777"
UPI003038,TXN003038,CUST398,1002003345,user45@upi,store323@upi,5000,DEBIT,2025-01-01T04:13:05Z,SUCCESS,DEV008,"22.6042,80.0282"
UPI003039,TXN003039,CUST285,1002003247,user226@upi,store314@upi,150,CREDIT,2025-01-01T04:13:10Z,SUCCESS,DEV065,"12.6215,77.8865"
UPI003040,TXN003040,CUST359,1002003165,user232@upi,store336@upi,75000,DEBIT,2025-01-01T04:13:15Z,SUCCESS,DEV183,"25.389,80.3021"
UPI003041,TXN003041,CUST500,1002003384,user39@upi,store247@upi,2500,CREDIT,2025-01-01T04:13:20Z,SUCCESS,DEV129,"19.3168,73.9993"
UPI003042,TXN003042,CUST279,1002003449,user84@upi,store442@upi,2500,CREDIT,2025-01-01T04:13:25Z,SUCCESS,DEV131,"23.8861,76.8725"
UPI003043,TXN003043,CUST337,1002003396,user88@upi,store7@upi,5000,CREDIT,2025-01-01T04:13:30Z,SUCCESS,DEV067,"25.6743,87.7756"
UPI003044,TXN003044,CUST494,1002003358,user413@upi,store179@upi,75000,CREDIT,2025-01-01T04:13:35Z,SUCCESS,DEV188,"12.1427,77.035"
UPI003045,TXN003045,CUST482,1002003255,user42@upi,store434@upi,150,DEBIT,2025-01-01T04:13:40Z,SUCCESS,DEV132,"27.7716,76.7271"
UPI003046,TXN003046,CUST439,1002003062,user396@upi,store184@upi,999,DEBIT,2025-01-01T04:13:45Z,SUCCESS,DEV185,"20.0748,76.9006"
UPI003047,TXN003047,CUST494,1002003214,user145@upi,store192@upi,75000,CREDIT,2025-01-01T04:13:50Z,SUCCESS,DEV164,"13.8979,84.21"
UPI003048,TXN003048,CUST084,1002003109,user279@upi,store384@upi,75000,CREDIT,2025-01-01T04:13:55Z,SUCCESS,DEV248,"17.4953,77.7634"
UPI003049,TXN003049,CUST270,1002003305,user176@upi,store464@upi,499,CREDIT,2025-01-01T04:14:00Z,SUCCESS,DEV182,"12.6992,84.4853"
UPI003050,TXN003050,CUST369,1002003367,user489@upi,store392@upi,150,CREDIT,2025-01-01T04:14:05Z,SUCCESS,DEV112,"18.8821,76.1956"
UPI003051,TXN003051,CUST079,1002003324,user494@upi,store322@upi,95000,DEBIT,2025-01-01T04:14:10Z,SUCCESS,DEV004,"18.1956,85.9126"
UPI003052,TXN003052,CUST472,1002003102,user67@upi,store318@upi,5000,CREDIT,2025-01-01T04:14:15Z,SUCCESS,DEV055,"26.0213,83.1897"
UPI003053,TXN003053,CUST372,1002003096,user147@upi,store435@upi,75000,DEBIT,2025-01-01T04:14:20Z,SUCCESS,DEV223,"16.0351,76.9177"
UPI003054,TXN003054,CUST226,1002003181,user36@upi,store241@upi,2500,DEBIT,2025-01-01T04:14:25Z,SUCCESS,DEV258,"17.064,75.4399"
UPI003055,TXN003055,CUST115,1002003431,user185@upi,store486@upi,150,CREDIT,2025-01-01T04:14:30Z,SUCCESS,DEV040,"19.7377,83.4391"
UPI003056,TXN003056,CUST031,1002003384,user472@upi,store123@upi,95000,DEBIT,2025-01-01T04:14:35Z,SUCCESS,DEV042,"24.5776,85.6689"
UPI003057,TXN003057,CUST143,1002003314,user396@upi,store13@upi,999,CREDIT,2025-01-01T04:14:40Z,SUCCESS,DEV059,"26.2795,78.8649"
UPI003058,TXN003058,CUST431,1002003070,user65@upi,store265@upi,999,DEBIT,2025-01-01T04:14:45Z,SUCCESS,DEV062,"23.2617,76.4941"
UPI003059,TXN003059,CUST303,1002003281,user431@upi,store53@upi,150,CREDIT,2025-01-01T04:14:50Z,SUCCESS,DEV147,"16.2044,80.3533"
UPI003060,TXN003060,CUST109,1002003319,user21@upi,store165@upi,5000,DEBIT,2025-01-01T04:14:55Z,SUCCESS,DEV024,"18.296,82.0198"
UPI003061,TXN003061,CUST277,1002003432,user40@upi,store184@upi,499,CREDIT,2025-01-01T04:15:00Z,SUCCESS,DEV025,"26.2916,82.5217"
UPI003062,TXN003062,CUST420,1002003107,user62@upi,store348@upi,499,DEBIT,2025-01-01T04:15:05Z,SUCCESS,DEV024,"22.3846,84.4478"
UPI003063,TXN003063,CUST206,1002003286,user98@upi,store349@upi,5000,DEBIT,2025-01-01T04:15:10Z,SUCCESS,DEV039,"25.1552,78.4135"
UPI003064,TXN003064,CUST141,1002003221,user397@upi,store248@upi,999,CREDIT,2025-01-01T04:15:15Z,SUCCESS,DEV272,"27.5054,79.0505"
UPI003065,TXN003065,CUST380,1002003430,user486@upi,store297@upi,499,CREDIT,2025-01-01T04:15:20Z,SUCCESS,DEV071,"19.9945,84.3263"
UPI003066,TXN003066,CUST321,1002003211,user71@upi,store266@upi,150,DEBIT,2025-01-01T04:15:25Z,SUCCESS,DEV072,"17.0616,84.7668"
UPI003067,TXN003067,CUST395,1002003145,user325@upi,store464@upi,999,CREDIT,2025-01-01T04:15:30Z,SUCCESS,DEV029,"12.051,85.4883"
UPI003068,TXN003068,CUST315,1002003007,user434@upi,store338@upi,2500,DEBIT,2025-01-01T04:15:35Z,SUCCESS,DEV005,"17.054,72.5319"
UPI003069,TXN003069,CUST044,1002003225,user41@upi,store185@upi,150,DEBIT,2025-01-01T04:15:40Z,SUCCESS,DEV259,"24.9639,76.3963"
UPI003070,TXN003070,CUST433,1002003367,user27@upi,store342@upi,5000,DEBIT,2025-01-01T04:15:45Z,SUCCESS,DEV299,"17.6172,85.7385"
UPI003071,TXN003071,CUST174,1002003059,user260@upi,store47@upi,999,CREDIT,2025-01-01T04:15:50Z,SUCCESS,DEV159,"24.0082,75.3353"
UPI003072,TXN003072,CUST061,1002003118,user469@upi,store381@upi,5000,DEBIT,2025-01-01T04:15:55Z,SUCCESS,DEV083,"23.8287,84.2793"
UPI003073,TXN003073,CUST231,1002003100,user336@upi,store422@upi,2500,DEBIT,2025-01-01T04:16:00Z,SUCCESS,DEV064,"16.3789,80.5641"
UPI003074,TXN003074,CUST314,1002003266,user25@upi,store257@upi,150,DEBIT,2025-01-01T04:16:05Z,SUCCESS,DEV069,"14.5962,81.7369"
UPI003075,TXN003075,CUST256,1002003179,user90@upi,store204@upi,499,CREDIT,2025-01-01T04:16:10Z,SUCCESS,DEV150,"12.1513,81.538"
UPI003076,TXN003076,CUST054,1002003441,user333@upi,store373@upi,75000,DEBIT,2025-01-01T04:16:15Z,SUCCESS,DEV052,"18.92,77.7252"
UPI003077,TXN003077,CUST359,1002003208,user404@upi,store3@upi,2500,CREDIT,2025-01-01T04:16:20Z,SUCCESS,DEV142,"20.5592,78.8634"
UPI003078,TXN003078,CUST305,1002003363,user486@upi,store423@upi,499,CREDIT,2025-01-01T04:16:25Z,SUCCESS,DEV287,"16.498,86.9636"
UPI003079,TXN003079,CUST422,1002003276,user7@upi,store219@upi,499,CREDIT,2025-01-01T04:16:30Z,SUCCESS,DEV004,"26.8824,74.0772"
UPI003080,TXN003080,CUST039,1002003408,user454@upi,store233@upi,999,DEBIT,2025-01-01T04:16:35Z,SUCCESS,DEV060,"13.6095,78.9507"
UPI003081,TXN003081,CUST378,1002003238,user369@upi,store366@upi,999,DEBIT,2025-01-01T04:16:40Z,SUCCESS,DEV032,"19.1684,81.3475"
UPI003082,TXN003082,CUST144,1002003237,user70@upi,store347@upi,2500,CREDIT,2025-01-01T04:16:45Z,SUCCESS,DEV023,"19.8709,78.6329"
UPI003083,TXN003083,CUST161,1002003366,user416@upi,store206@upi,499,CREDIT,2025-01-01T04:16:50Z,SUCCESS,DEV153,"19.4509,82.4136"
UPI003084,TXN003084,CUST397,1002003388,user269@upi,store308@upi,75000,CREDIT,2025-01-01T04:16:55Z,SUCCESS,DEV007,"25.0706,77.5978"
UPI003085,TXN003085,CUST298,1002003037,user499@upi,store180@upi,150,CREDIT,2025-01-01T04:17:00Z,SUCCESS,DEV232,"20.0254,80.1911"
UPI003086,TXN003086,CUST409,1002003246,user7@upi,store192@upi,95000,DEBIT,2025-01-01T04:17:05Z,SUCCESS,DEV185,"15.0129,75.3067"
UPI003087,TXN003087,CUST022,1002003267,user124@upi,store240@upi,499,CREDIT,2025-01-01T04:17:10Z,SUCCESS,DEV116,"14.4808,84.8492"
UPI003088,TXN003088,CUST344,1002003275,user123@upi,store432@upi,75000,DEBIT,2025-01-01T04:17:15Z,SUCCESS,DEV088,"25.187,81.0517"
UPI003089,TXN003089,CUST123,1002003481,user376@upi,store444@upi,5000,CREDIT,2025-01-01T04:17:20Z,SUCCESS,DEV245,"18.2073,78.9941"
UPI003090,TXN003090,CUST379,1002003175,user329@upi,store469@upi,2500,CREDIT,2025-01-01T04:17:25Z,SUCCESS,DEV053,"12.9835,87.1741"
UPI003091,TXN003091,CUST343,1002003173,user71@upi,store407@upi,5000,DEBIT,2025-01-01T04:17:30Z,SUCCESS,DEV193,"19.0669,84.363"
UPI003092,TXN003092,CUST185,1002003340,user465@upi,store91@upi,75000,DEBIT,2025-01-01T04:17:35Z,SUCCESS,DEV151,"13.5224,77.2626"
UPI003093,TXN003093,CUST476,1002003449,user375@upi,store229@upi,95000,CREDIT,2025-01-01T04:17:40Z,SUCCESS,DEV209,"23.5141,83.1139"
UPI003094,TXN003094,CUST011,1002003257,user473@upi,store56@upi,150,CREDIT,2025-01-01T04:17:45Z,SUCCESS,DEV114,"12.6809,72.7158"
UPI003095,TXN003095,CUST327,1002003092,user478@upi,store260@upi,2500,DEBIT,2025-01-01T04:17:50Z,SUCCESS,DEV299,"26.2796,83.3823"
UPI003096,TXN003096,CUST248,1002003257,user57@upi,store247@upi,5000,DEBIT,2025-01-01T04:17:55Z,SUCCESS,DEV167,"25.3171,79.6287"
UPI003097,TXN003097,CUST107,1002003205,user270@upi,store57@upi,75000,CREDIT,2025-01-01T04:18:00Z,SUCCESS,DEV227,"23.5588,73.9703"
UPI003098,TXN003098,CUST006,1002003201,user487@upi,store373@upi,95000,DEBIT,2025-01-01T04:18:05Z,SUCCESS,DEV181,"23.982,87.9103"
UPI003099,TXN003099,CUST335,1002003171,user328@upi,store482@upi,499,CREDIT,2025-01-01T04:18:10Z,SUCCESS,DEV166,"15.9283,78.3973"
UPI003100,TXN003100,CUST153,1002003452,user298@upi,store137@upi,75000,CREDIT,2025-01-01T04:18:15Z,SUCCESS,DEV160,"18.0228,72.2237"
UPI003101,TXN003101,CUST207,1002003266,user17@upi,store323@upi,499,DEBIT,2025-01-01T04:18:20Z,SUCCESS,DEV026,"18.3018,87.9058"
UPI003102,TXN003102,CUST156,1002003467,user294@upi,store419@upi,150,CREDIT,2025-01-01T04:18:25Z,SUCCESS,DEV263,"16.9148,81.8205"
UPI003103,TXN003103,CUST441,1002003289,user374@upi,store497@upi,5000,DEBIT,2025-01-01T04:18:30Z,SUCCESS,DEV263,"16.796,81.4164"
UPI003104,TXN003104,CUST132,1002003214,user216@upi,store371@upi,2500,DEBIT,2025-01-01T04:18:35Z,SUCCESS,DEV226,"16.7184,85.8901"
UPI003105,TXN003105,CUST156,1002003316,user148@upi,store116@upi,150,DEBIT,2025-01-01T04:18:40Z,SUCCESS,DEV185,"16.6163,84.9795"
UPI003106,TXN003106,CUST060,1002003002,user244@upi,store427@upi,2500,CREDIT,2025-01-01T04:18:45Z,SUCCESS,DEV167,"16.245,85.8094"
UPI003107,TXN003107,CUST226,1002003351,user228@upi,store172@upi,75000,CREDIT,2025-01-01T04:18:50Z,SUCCESS,DEV206,"23.7414,81.9133"
UPI003108,TXN003108,CUST180,1002003045,user417@upi,store260@upi,150,DEBIT,2025-01-01T04:18:55Z,SUCCESS,DEV291,"24.7942,72.9185"
UPI003109,TXN003109,CUST458,1002003344,user240@upi,store89@upi,999,CREDIT,2025-01-01T04:19:00Z,SUCCESS,DEV152,"16.3823,81.9337"
UPI003110,TXN003110,CUST016,1002003392,user433@upi,store191@upi,75000,CREDIT,2025-01-01T04:19:05Z,SUCCESS,DEV287,"16.5442,85.9311"
UPI003111,TXN003111,CUST187,1002003136,user34@upi,store496@upi,75000,CREDIT,2025-01-01T04:19:10Z,SUCCESS,DEV238,"13.3755,85.5517"
UPI003112,TXN003112,CUST323,1002003258,user397@upi,store466@upi,150,DEBIT,2025-01-01T04:19:15Z,SUCCESS,DEV030,"19.5723,77.1638"
UPI003113,TXN003113,CUST468,1002003381,user165@upi,store139@upi,150,DEBIT,2025-01-01T04:19:20Z,SUCCESS,DEV136,"18.8774,78.3258"
UPI003114,TXN003114,CUST083,1002003297,user203@upi,store278@upi,999,CREDIT,2025-01-01T04:19:25Z,SUCCESS,DEV048,"19.3943,87.7338"
UPI003115,TXN003115,CUST267,1002003430,user284@upi,store443@upi,2500,CREDIT,2025-01-01T04:19:30Z,SUCCESS,DEV108,"25.0187,80.2702"
UPI003116,TXN003116,CUST154,1002003401,user350@upi,store443@upi,95000,DEBIT,2025-01-01T04:19:35Z,SUCCESS,DEV002,"18.0431,72.4772"
UPI003117,TXN003117,CUST200,1002003169,user92@upi,store486@upi,95000,CREDIT,2025-01-01T04:19:40Z,SUCCESS,DEV083,"23.28,81.5657"
UPI003118,TXN003118,CUST438,1002003438,user329@upi,store447@upi,95000,CREDIT,2025-01-01T04:19:45Z,SUCCESS,DEV116,"14.7586,83.3808"
UPI003119,TXN003119,CUST019,1002003497,user98@upi,store23@upi,150,CREDIT,2025-01-01T04:19:50Z,SUCCESS,DEV234,"26.181,82.5561"
UPI003120,TXN003120,CUST382,1002003366,user252@upi,store462@upi,75000,DEBIT,2025-01-01T04:19:55Z,SUCCESS,DEV018,"21.2826,72.0893"
UPI003121,TXN003121,CUST379,1002003340,user481@upi,store184@upi,999,DEBIT,2025-01-01T04:20:00Z,SUCCESS,DEV175,"25.4126,77.4552"
UPI003122,TXN003122,CUST298,1002003074,user265@upi,store201@upi,499,CREDIT,2025-01-01T04:20:05Z,SUCCESS,DEV201,"22.6667,78.9494"
UPI003123,TXN003123,CUST385,1002003326,user257@upi,store459@upi,999,DEBIT,2025-01-01T04:20:10Z,SUCCESS,DEV228,"13.3464,72.0876"
UPI003124,TXN003124,CUST226,1002003051,user300@upi,store269@upi,999,CREDIT,2025-01-01T04:20:15Z,SUCCESS,DEV092,"22.7814,76.9524"
UPI003125,TXN003125,CUST089,1002003375,user9@upi,store144@upi,5000,CREDIT,2025-01-01T04:20:20Z,SUCCESS,DEV087,"15.7752,83.8776"
UPI003126,TXN003126,CUST279,1002003080,user246@upi,store471@upi,2500,CREDIT,2025-01-01T04:20:25Z,SUCCESS,DEV207,"15.1581,77.2537"
UPI003127,TXN003127,CUST221,1002003323,user171@upi,store202@upi,499,CREDIT,2025-01-01T04:20:30Z,SUCCESS,DEV179,"23.5684,83.3466"
UPI003128,TXN003128,CUST337,1002003462,user459@upi,store370@upi,5000,DEBIT,2025-01-01T04:20:35Z,SUCCESS,DEV299,"20.7161,73.911"
UPI003129,TXN003129,CUST266,1002003349,user76@upi,store266@upi,75000,DEBIT,2025-01-01T04:20:40Z,SUCCESS,DEV041,"19.7896,87.8706"
UPI003130,TXN003130,CUST431,1002003002,user355@upi,store434@upi,95000,CREDIT,2025-01-01T04:20:45Z,SUCCESS,DEV233,"23.1102,84.9466"
UPI003131,TXN003131,CUST340,1002003298,user109@upi,store455@upi,95000,DEBIT,2025-01-01T04:20:50Z,SUCCESS,DEV151,"23.2392,80.2839"
UPI003132,TXN003132,CUST335,1002003378,user137@upi,store452@upi,75000,DEBIT,2025-01-01T04:20:55Z,SUCCESS,DEV292,"26.0591,77.2744"
UPI003133,TXN003133,CUST382,1002003268,user133@upi,store74@upi,2500,DEBIT,2025-01-01T04:21:00Z,SUCCESS,DEV288,"14.8915,82.4379"
UPI003134,TXN003134,CUST100,1002003241,user428@upi,store20@upi,150,CREDIT,2025-01-01T04:21:05Z,SUCCESS,DEV033,"21.9203,80.2984"
UPI003135,TXN003135,CUST161,1002003369,user351@upi,store493@upi,95000,CREDIT,2025-01-01T04:21:10Z,SUCCESS,DEV059,"22.1938,84.7076"
UPI003136,TXN003136,CUST247,1002003263,user463@upi,store323@upi,75000,CREDIT,2025-01-01T04:21:15Z,SUCCESS,DEV149,"27.3604,83.1792"
UPI003137,TXN003137,CUST059,1002003155,user239@upi,store250@upi,999,DEBIT,2025-01-01T04:21:20Z,SUCCESS,DEV089,"20.9408,72.2048"
UPI003138,TXN003138,CUST070,1002003442,user61@upi,store237@upi,999,CREDIT,2025-01-01T04:21:25Z,SUCCESS,DEV072,"18.5806,72.7191"
UPI003139,TXN003139,CUST114,1002003305,user12@upi,store225@upi,95000,CREDIT,2025-01-01T04:21:30Z,SUCCESS,DEV004,"27.3792,72.3791"
UPI003140,TXN003140,CUST297,1002003382,user41@upi,store443@upi,999,DEBIT,2025-01-01T04:21:35Z,SUCCESS,DEV063,"21.5876,87.492"
UPI003141,TXN003141,CUST137,1002003041,user369@upi,store429@upi,499,DEBIT,2025-01-01T04:21:40Z,SUCCESS,DEV117,"24.8821,81.6053"
UPI003142,TXN003142,CUST095,1002003010,user89@upi,store214@upi,2500,DEBIT,2025-01-01T04:21:45Z,SUCCESS,DEV011,"13.4834,76.2506"
UPI003143,TXN003143,CUST130,1002003172,user149@upi,store245@upi,95000,CREDIT,2025-01-01T04:21:50Z,SUCCESS,DEV107,"19.9347,76.1689"
UPI003144,TXN003144,CUST169,1002003430,user284@upi,store195@upi,150,CREDIT,2025-01-01T04:21:55Z,SUCCESS,DEV164,"24.6463,72.3661"
UPI003145,TXN003145,CUST361,1002003407,user50@upi,store1@upi,999,DEBIT,2025-01-01T04:22:00Z,SUCCESS,DEV025,"22.4198,87.5742"
UPI003146,TXN003146,CUST125,1002003239,user357@upi,store167@upi,5000,CREDIT,2025-01-01T04:22:05Z,SUCCESS,DEV108,"20.9477,82.6112"
UPI003147,TXN003147,CUST016,1002003235,user369@upi,store60@upi,2500,CREDIT,2025-01-01T04:22:10Z,SUCCESS,DEV229,"21.7236,83.1119"
UPI003148,TXN003148,CUST008,1002003377,user427@upi,store85@upi,2500,DEBIT,2025-01-01T04:22:15Z,SUCCESS,DEV137,"12.5245,79.6835"
UPI003149,TXN003149,CUST202,1002003308,user58@upi,store108@upi,75000,CREDIT,2025-01-01T04:22:20Z,SUCCESS,DEV157,"22.1762,75.6032"
UPI003150,TXN003150,CUST301,1002003458,user361@upi,store57@upi,999,DEBIT,2025-01-01T04:22:25Z,SUCCESS,DEV252,"19.98,74.1784"
UPI003151,TXN003151,CUST023,1002003126,user192@upi,store157@upi,499,DEBIT,2025-01-01T04:22:30Z,SUCCESS,DEV127,"16.6088,76.7587"
UPI003152,TXN003152,CUST261,1002003011,user141@upi,store407@upi,75000,DEBIT,2025-01-01T04:22:35Z,SUCCESS,DEV011,"22.1835,86.4113"
UPI003153,TXN003153,CUST328,1002003127,user127@upi,store351@upi,150,CREDIT,2025-01-01T04:22:40Z,SUCCESS,DEV143,"23.4176,80.4038"
UPI003154,TXN003154,CUST085,1002003424,user454@upi,store7@upi,999,DEBIT,2025-01-01T04:22:45Z,SUCCESS,DEV034,"15.9169,73.3751"
UPI003155,TXN003155,CUST007,1002003221,user16@upi,store178@upi,499,DEBIT,2025-01-01T04:22:50Z,SUCCESS,DEV089,"24.5682,83.7303"
UPI003156,TXN003156,CUST170,1002003420,user8@upi,store305@upi,5000,DEBIT,2025-01-01T04:22:55Z,SUCCESS,DEV148,"16.0028,78.0287"
UPI003157,TXN003157,CUST450,1002003122,user122@upi,store176@upi,75000,CREDIT,2025-01-01T04:23:00Z,SUCCESS,DEV253,"21.837,74.0835"
UPI003158,TXN003158,CUST184,1002003428,user471@upi,store22@upi,5000,CREDIT,2025-01-01T04:23:05Z,SUCCESS,DEV071,"13.1525,80.7292"
UPI003159,TXN003159,CUST255,1002003422,user281@upi,store261@upi,2500,DEBIT,2025-01-01T04:23:10Z,SUCCESS,DEV222,"18.5474,80.5703"
UPI003160,TXN003160,CUST012,1002003300,user351@upi,store61@upi,5000,CREDIT,2025-01-01T04:23:15Z,SUCCESS,DEV228,"18.302,83.4841"
UPI003161,TXN003161,CUST299,1002003480,user444@upi,store446@upi,95000,CREDIT,2025-01-01T04:23:20Z,SUCCESS,DEV248,"13.8192,81.0692"
UPI003162,TXN003162,CUST489,1002003322,user114@upi,store173@upi,95000,DEBIT,2025-01-01T04:23:25Z,SUCCESS,DEV096,"23.4915,80.4847"
UPI003163,TXN003163,CUST305,1002003089,user59@upi,store203@upi,499,CREDIT,2025-01-01T04:23:30Z,SUCCESS,DEV062,"25.2858,87.6619"
UPI003164,TXN003164,CUST256,1002003262,user292@upi,store62@upi,95000,CREDIT,2025-01-01T04:23:35Z,SUCCESS,DEV011,"16.3759,72.1179"
UPI003165,TXN003165,CUST358,1002003350,user419@upi,store444@upi,75000,CREDIT,2025-01-01T04:23:40Z,SUCCESS,DEV186,"26.2212,72.9704"
UPI003166,TXN003166,CUST285,1002003339,user435@upi,store395@upi,95000,DEBIT,2025-01-01T04:23:45Z,SUCCESS,DEV145,"14.2407,80.4953"
UPI003167,TXN003167,CUST335,1002003264,user199@upi,store390@upi,499,DEBIT,2025-01-01T04:23:50Z,SUCCESS,DEV277,"18.7914,86.2768"
UPI003168,TXN003168,CUST331,1002003053,user371@upi,store125@upi,499,CREDIT,2025-01-01T04:23:55Z,SUCCESS,DEV161,"22.6903,83.8506"
UPI003169,TXN003169,CUST092,1002003187,user236@upi,store250@upi,75000,CREDIT,2025-01-01T04:24:00Z,SUCCESS,DEV157,"25.2132,72.7571"
UPI003170,TXN003170,CUST192,1002003423,user225@upi,store290@upi,150,CREDIT,2025-01-01T04:24:05Z,SUCCESS,DEV181,"27.5787,80.3894"
UPI003171,TXN003171,CUST226,1002003414,user308@upi,store262@upi,2500,DEBIT,2025-01-01T04:24:10Z,SUCCESS,DEV214,"21.161,83.1863"
UPI003172,TXN003172,CUST451,1002003423,user409@upi,store430@upi,499,CREDIT,2025-01-01T04:24:15Z,SUCCESS,DEV230,"22.1138,83.6781"
UPI003173,TXN003173,CUST093,1002003045,user363@upi,store67@upi,5000,DEBIT,2025-01-01T04:24:20Z,SUCCESS,DEV270,"25.5767,73.3447"
UPI003174,TXN003174,CUST095,1002003098,user241@upi,store360@upi,999,CREDIT,2025-01-01T04:24:25Z,SUCCESS,DEV035,"27.3318,76.7572"
UPI003175,TXN003175,CUST449,1002003042,user399@upi,store239@upi,999,DEBIT,2025-01-01T04:24:30Z,SUCCESS,DEV172,"20.1799,76.2918"
