TransactionID,ATMID,AccountNumber,CustomerID,TransactionAmount,TransactionType,TransactionTime,Location,Status
ATM002604,ATM031,1002003033,CUST027,90000,WITHDRAWAL,2025-01-02T19:23:00Z,Pune,SUCCESS
ATM002605,ATM022,1002003448,CUST434,5000,WITHDRAWAL,2025-01-02T19:24:00Z,Delhi,SUCCESS
ATM002606,ATM017,1002003036,CUST013,5000,WITHDRAWAL,2025-01-02T19:25:00Z,Pune,SUCCESS
ATM002607,ATM009,1002003308,CUST122,60000,WITHDRAWAL,2025-01-02T19:26:00Z,Mumbai,SUCCESS
ATM002608,ATM008,1002003079,CUST440,8000,WITHDRAWAL,2025-01-02T19:27:00Z,Kolkata,SUCCESS
ATM002609,ATM022,1002003229,CUST425,10000,WITHDRAWAL,2025-01-02T19:28:00Z,Hyderabad,SUCCESS
ATM002610,ATM044,1002003400,CUST303,10000,WITHDRAWAL,2025-01-02T19:29:00Z,Chennai,SUCCESS
ATM002611,ATM031,1002003408,CUST495,8000,WITHDRAWAL,2025-01-02T19:30:00Z,Kolkata,SUCCESS
ATM002612,ATM030,1002003131,CUST023,90000,WITHDRAWAL,2025-01-02T19:31:00Z,Chennai,SUCCESS
ATM002613,ATM001,1002003337,CUST001,2000,WITHDRAWAL,2025-01-02T19:32:00Z,Kolkata,SUCCESS
ATM002614,ATM005,1002003181,CUST468,5000,WITHDRAWAL,2025-01-02T19:33:00Z,Mumbai,SUCCESS
ATM002615,ATM008,1002003132,CUST169,60000,WITHDRAWAL,2025-01-02T19:34:00Z,Hyderabad,SUCCESS
ATM002616,ATM015,1002003408,CUST132,90000,WITHDRAWAL,2025-01-02T19:35:00Z,Delhi,SUCCESS
ATM002617,ATM004,1002003222,CUST048,15000,WITHDRAWAL,2025-01-02T19:36:00Z,Bangalore,SUCCESS
ATM002618,ATM033,1002003251,CUST436,8000,WITHDRAWAL,2025-01-02T19:37:00Z,Pune,SUCCESS
ATM002619,ATM045,1002003343,CUST475,2000,WITHDRAWAL,2025-01-02T19:38:00Z,Pune,SUCCESS
ATM002620,ATM006,1002003457,CUST338,10000,WITHDRAWAL,2025-01-02T19:39:00Z,Pune,SUCCESS
ATM002621,ATM013,1002003053,CUST379,10000,WITHDRAWAL,2025-01-02T19:40:00Z,Chennai,SUCCESS
ATM002622,ATM045,1002003013,CUST365,2000,WITHDRAWAL,2025-01-02T19:41:00Z,Hyderabad,SUCCESS
ATM002623,ATM006,1002003018,CUST371,8000,WITHDRAWAL,2025-01-02T19:42:00Z,Kolkata,SUCCESS
ATM002624,ATM045,1002003275,CUST135,60000,WITHDRAWAL,2025-01-02T19:43:00Z,Mumbai,SUCCESS
ATM002625,ATM004,1002003082,CUST253,45000,WITHDRAWAL,2025-01-02T19:44:00Z,Bangalore,SUCCESS
ATM002626,ATM032,1002003357,CUST263,5000,WITHDRAWAL,2025-01-02T19:45:00Z,Delhi,SUCCESS
ATM002627,ATM003,1002003194,CUST334,5000,WITHDRAWAL,2025-01-02T19:46:00Z,Chennai,SUCCESS
ATM002628,ATM002,1002003473,CUST249,45000,WITHDRAWAL,2025-01-02T19:47:00Z,Mumbai,SUCCESS
ATM002629,ATM041,1002003286,CUST451,60000,WITHDRAWAL,2025-01-02T19:48:00Z,Hyderabad,SUCCESS
ATM002630,ATM004,1002003189,CUST279,15000,WITHDRAWAL,2025-01-02T19:49:00Z,Kolkata,SUCCESS
ATM002631,ATM030,1002003370,CUST302,5000,WITHDRAWAL,2025-01-02T19:50:00Z,Hyderabad,SUCCESS
ATM002632,ATM002,1002003190,CUST463,45000,WITHDRAWAL,2025-01-02T19:51:00Z,Bangalore,SUCCESS
ATM002633,ATM002,1002003211,CUST474,15000,WITHDRAWAL,2025-01-02T19:52:00Z,Delhi,SUCCESS
ATM002634,ATM017,1002003210,CUST350,10000,WITHDRAWAL,2025-01-02T19:53:00Z,Delhi,SUCCESS
ATM002635,ATM006,1002003156,CUST095,15000,WITHDRAWAL,2025-01-02T19:54:00Z,Bangalore,SUCCESS
ATM002636,ATM029,1002003397,CUST026,90000,WITHDRAWAL,2025-01-02T19:55:00Z,Mumbai,SUCCESS
ATM002637,ATM016,1002003339,CUST416,90000,WITHDRAWAL,2025-01-02T19:56:00Z,Delhi,SUCCESS
ATM002638,ATM047,1002003301,CUST227,90000,WITHDRAWAL,2025-01-02T19:57:00Z,Bangalore,SUCCESS
ATM002639,ATM009,1002003490,CUST392,60000,WITHDRAWAL,2025-01-02T19:58:00Z,Chennai,SUCCESS
ATM002640,ATM009,1002003442,CUST428,90000,WITHDRAWAL,2025-01-02T19:59:00Z,Chennai,SUCCESS
ATM002641,ATM003,1002003233,CUST226,15000,WITHDRAWAL,2025-01-02T20:00:00Z,Hyderabad,SUCCESS
ATM002642,ATM001,1002003412,CUST076,45000,WITHDRAWAL,2025-01-02T20:01:00Z,Chennai,SUCCESS
ATM002643,ATM022,1002003273,CUST217,10000,WITHDRAWAL,2025-01-02T20:02:00Z,Hyderabad,SUCCESS
ATM002644,ATM050,1002003020,CUST337,10000,WITHDRAWAL,2025-01-02T20:03:00Z,Chennai,SUCCESS
ATM002645,ATM024,1002003100,CUST143,10000,WITHDRAWAL,2025-01-02T20:04:00Z,Delhi,SUCCESS
ATM002646,ATM017,1002003452,CUST324,5000,WITHDRAWAL,2025-01-02T20:05:00Z,Mumbai,SUCCESS
ATM002647,ATM023,1002003206,CUST279,5000,WITHDRAWAL,2025-01-02T20:06:00Z,Kolkata,SUCCESS
ATM002648,ATM013,1002003115,CUST331,90000,WITHDRAWAL,2025-01-02T20:07:00Z,Pune,SUCCESS
ATM002649,ATM002,1002003238,CUST298,45000,WITHDRAWAL,2025-01-02T20:08:00Z,Pune,SUCCESS
ATM002650,ATM007,1002003435,CUST103,2000,WITHDRAWAL,2025-01-02T20:09:00Z,Delhi,SUCCESS
ATM002651,ATM036,1002003279,CUST472,10000,WITHDRAWAL,2025-01-02T20:10:00Z,Mumbai,SUCCESS
ATM002652,ATM002,1002003158,CUST063,2000,WITHDRAWAL,2025-01-02T20:11:00Z,Bangalore,SUCCESS
ATM002653,ATM014,1002003092,CUST221,45000,WITHDRAWAL,2025-01-02T20:12:00Z,Bangalore,SUCCESS
ATM002654,ATM024,1002003171,CUST349,10000,WITHDRAWAL,2025-01-02T20:13:00Z,Chennai,SUCCESS
ATM002655,ATM006,1002003017,CUST032,5000,WITHDRAWAL,2025-01-02T20:14:00Z,Mumbai,SUCCESS
ATM002656,ATM028,1002003186,CUST407,15000,WITHDRAWAL,2025-01-02T20:15:00Z,Mumbai,SUCCESS
ATM002657,ATM035,1002003270,CUST426,15000,WITHDRAWAL,2025-01-02T20:16:00Z,Delhi,SUCCESS
ATM002658,ATM024,1002003446,CUST030,8000,WITHDRAWAL,2025-01-02T20:17:00Z,Chennai,SUCCESS
ATM002659,ATM010,1002003385,CUST103,5000,WITHDRAWAL,2025-01-02T20:18:00Z,Pune,SUCCESS
ATM002660,ATM001,1002003327,CUST291,10000,WITHDRAWAL,2025-01-02T20:19:00Z,Mumbai,SUCCESS
ATM002661,ATM045,1002003389,CUST190,5000,WITHDRAWAL,2025-01-02T20:20:00Z,Hyderabad,SUCCESS
ATM002662,ATM001,1002003010,CUST006,8000,WITHDRAWAL,2025-01-02T20:21:00Z,Hyderabad,SUCCESS
ATM002663,ATM005,1002003092,CUST483,2000,WITHDRAWAL,2025-01-02T20:22:00Z,Bangalore,SUCCESS
ATM002664,ATM034,1002003264,CUST044,8000,WITHDRAWAL,2025-01-02T20:23:00Z,Delhi,SUCCESS
ATM002665,ATM014,1002003170,CUST497,8000,WITHDRAWAL,2025-01-02T20:24:00Z,Bangalore,SUCCESS
ATM002666,ATM007,1002003457,CUST292,60000,WITHDRAWAL,2025-01-02T20:25:00Z,Kolkata,SUCCESS
ATM002667,ATM002,1002003148,CUST091,5000,WITHDRAWAL,2025-01-02T20:26:00Z,Pune,SUCCESS
ATM002668,ATM044,1002003356,CUST257,90000,WITHDRAWAL,2025-01-02T20:27:00Z,Mumbai,SUCCESS
ATM002669,ATM007,1002003011,CUST352,5000,WITHDRAWAL,2025-01-02T20:28:00Z,Delhi,SUCCESS
ATM002670,ATM039,1002003197,CUST286,90000,WITHDRAWAL,2025-01-02T20:29:00Z,Mumbai,SUCCESS
ATM002671,ATM008,1002003050,CUST493,10000,WITHDRAWAL,2025-01-02T20:30:00Z,Kolkata,SUCCESS
ATM002672,ATM046,1002003069,CUST337,90000,WITHDRAWAL,2025-01-02T20:31:00Z,Chennai,SUCCESS
ATM002673,ATM033,1002003456,CUST481,60000,WITHDRAWAL,2025-01-02T20:32:00Z,Pune,SUCCESS
ATM002674,ATM046,1002003487,CUST204,45000,WITHDRAWAL,2025-01-02T20:33:00Z,Chennai,SUCCESS
ATM002675,ATM026,1002003169,CUST147,2000,WITHDRAWAL,2025-01-02T20:34:00Z,Chennai,SUCCESS
ATM002676,ATM019,1002003158,CUST053,60000,WITHDRAWAL,2025-01-02T20:35:00Z,Bangalore,SUCCESS
ATM002677,ATM035,1002003357,CUST209,10000,WITHDRAWAL,2025-01-02T20:36:00Z,Bangalore,SUCCESS
ATM002678,ATM020,1002003413,CUST149,45000,WITHDRAWAL,2025-01-02T20:37:00Z,Chennai,SUCCESS
ATM002679,ATM015,1002003454,CUST485,45000,WITHDRAWAL,2025-01-02T20:38:00Z,Mumbai,SUCCESS
ATM002680,ATM020,1002003383,CUST167,60000,WITHDRAWAL,2025-01-02T20:39:00Z,Delhi,SUCCESS
ATM002681,ATM002,1002003350,CUST087,90000,WITHDRAWAL,2025-01-02T20:40:00Z,Hyderabad,SUCCESS
ATM002682,ATM010,1002003238,CUST282,15000,WITHDRAWAL,2025-01-02T20:41:00Z,Bangalore,SUCCESS
ATM002683,ATM006,1002003488,CUST270,2000,WITHDRAWAL,2025-01-02T20:42:00Z,Delhi,SUCCESS
ATM002684,ATM048,1002003245,CUST385,10000,WITHDRAWAL,2025-01-02T20:43:00Z,Mumbai,SUCCESS
ATM002685,ATM006,1002003362,CUST360,15000,WITHDRAWAL,2025-01-02T20:44:00Z,Delhi,SUCCESS
ATM002686,ATM041,1002003101,CUST491,45000,WITHDRAWAL,2025-01-02T20:45:00Z,Kolkata,SUCCESS
ATM002687,ATM040,1002003141,CUST452,5000,WITHDRAWAL,2025-01-02T20:46:00Z,Pune,SUCCESS
ATM002688,ATM018,1002003060,CUST450,8000,WITHDRAWAL,2025-01-02T20:47:00Z,Mumbai,SUCCESS
ATM002689,ATM037,1002003454,CUST275,90000,WITHDRAWAL,2025-01-02T20:48:00Z,Delhi,SUCCESS
ATM002690,ATM036,1002003230,CUST170,45000,WITHDRAWAL,2025-01-02T20:49:00Z,Hyderabad,SUCCESS
ATM002691,ATM019,1002003373,CUST482,90000,WITHDRAWAL,2025-01-02T20:50:00Z,Kolkata,SUCCESS
ATM002692,ATM031,1002003020,CUST476,15000,WITHDRAWAL,2025-01-02T20:51:00Z,Chennai,SUCCESS
ATM002693,ATM021,1002003180,CUST312,10000,WITHDRAWAL,2025-01-02T20:52:00Z,Hyderabad,SUCCESS
ATM002694,ATM011,1002003294,CUST348,10000,WITHDRAWAL,2025-01-02T20:53:00Z,Chennai,SUCCESS
ATM002695,ATM018,1002003380,CUST412,15000,WITHDRAWAL,2025-01-02T20:54:00Z,Hyderabad,SUCCESS
ATM002696,ATM019,1002003337,CUST129,45000,WITHDRAWAL,2025-01-02T20:55:00Z,Kolkata,SUCCESS
ATM002697,ATM025,1002003289,CUST425,15000,WITHDRAWAL,2025-01-02T20:56:00Z,Kolkata,SUCCESS
ATM002698,ATM038,1002003135,CUST280,90000,WITHDRAWAL,2025-01-02T20:57:00Z,Delhi,SUCCESS
ATM002699,ATM002,1002003369,CUST085,45000,WITHDRAWAL,2025-01-02T20:58:00Z,Chennai,SUCCESS
ATM002700,ATM045,1002003471,CUST304,15000,WITHDRAWAL,2025-01-02T20:59:00Z,Hyderabad,SUCCESS
ATM002701,ATM015,1002003462,CUST475,90000,WITHDRAWAL,2025-01-02T21:00:00Z,Pune,SUCCESS
ATM002702,ATM038,1002003041,CUST077,45000,WITHDRAWAL,2025-01-02T21:01:00Z,Chennai,SUCCESS
ATM002703,ATM013,1002003219,CUST251,45000,WITHDRAWAL,2025-01-02T21:02:00Z,Bangalore,SUCCESS
ATM002704,ATM019,1002003165,CUST015,8000,WITHDRAWAL,2025-01-02T21:03:00Z,Pune,SUCCESS
ATM002705,ATM022,1002003138,CUST455,15000,WITHDRAWAL,2025-01-02T21:04:00Z,Chennai,SUCCESS
ATM002706,ATM014,1002003283,CUST409,10000,WITHDRAWAL,2025-01-02T21:05:00Z,Pune,SUCCESS
ATM002707,ATM013,1002003388,CUST215,45000,WITHDRAWAL,2025-01-02T21:06:00Z,Hyderabad,SUCCESS
ATM002708,ATM016,1002003467,CUST185,60000,WITHDRAWAL,2025-01-02T21:07:00Z,Delhi,SUCCESS
ATM002709,ATM027,1002003169,CUST288,8000,WITHDRAWAL,2025-01-02T21:08:00Z,Mumbai,SUCCESS
ATM002710,ATM031,1002003458,CUST350,60000,WITHDRAWAL,2025-01-02T21:09:00Z,Chennai,SUCCESS
ATM002711,ATM024,1002003225,CUST480,10000,WITHDRAWAL,2025-01-02T21:10:00Z,Mumbai,SUCCESS
ATM002712,ATM037,1002003501,CUST441,45000,WITHDRAWAL,2025-01-02T21:11:00Z,Pune,SUCCESS
ATM002713,ATM030,1002003236,CUST227,45000,WITHDRAWAL,2025-01-02T21:12:00Z,Pune,SUCCESS
ATM002714,ATM048,1002003467,CUST285,10000,WITHDRAWAL,2025-01-02T21:13:00Z,Kolkata,SUCCESS
ATM002715,ATM004,1002003393,CUST370,8000,WITHDRAWAL,2025-01-02T21:14:00Z,Delhi,SUCCESS
ATM002716,ATM018,1002003433,CUST426,5000,WITHDRAWAL,2025-01-02T21:15:00Z,Pune,SUCCESS
ATM002717,ATM015,1002003336,CUST496,2000,WITHDRAWAL,2025-01-02T21:16:00Z,Delhi,SUCCESS
ATM002718,ATM033,1002003474,CUST190,45000,WITHDRAWAL,2025-01-02T21:17:00Z,Hyderabad,SUCCESS
ATM002719,ATM027,1002003097,CUST212,2000,WITHDRAWAL,2025-01-02T21:18:00Z,Pune,SUCCESS
ATM002720,ATM027,1002003124,CUST086,2000,WITHDRAWAL,2025-01-02T21:19:00Z,Kolkata,SUCCESS
ATM002721,ATM040,1002003078,CUST034,60000,WITHDRAWAL,2025-01-02T21:20:00Z,Delhi,SUCCESS
ATM002722,ATM003,1002003010,CUST005,45000,WITHDRAWAL,2025-01-02T21:21:00Z,Hyderabad,SUCCESS
ATM002723,ATM008,1002003100,CUST103,45000,WITHDRAWAL,2025-01-02T21:22:00Z,Chennai,SUCCESS
ATM002724,ATM005,1002003385,CUST376,15000,WITHDRAWAL,2025-01-02T21:23:00Z,Bangalore,SUCCESS
ATM002725,ATM045,1002003149,CUST347,15000,WITHDRAWAL,2025-01-02T21:24:00Z,Chennai,SUCCESS
ATM002726,ATM044,1002003076,CUST417,10000,WITHDRAWAL,2025-01-02T21:25:00Z,Mumbai,SUCCESS
ATM002727,ATM013,1002003136,CUST216,15000,WITHDRAWAL,2025-01-02T21:26:00Z,Pune,SUCCESS
ATM002728,ATM019,1002003082,CUST245,5000,WITHDRAWAL,2025-01-02T21:27:00Z,Chennai,SUCCESS
ATM002729,ATM048,1002003339,CUST348,10000,WITHDRAWAL,2025-01-02T21:28:00Z,Hyderabad,SUCCESS
ATM002730,ATM021,1002003471,CUST380,5000,WITHDRAWAL,2025-01-02T21:29:00Z,Pune,SUCCESS
ATM002731,ATM025,1002003082,CUST379,5000,WITHDRAWAL,2025-01-02T21:30:00Z,Delhi,SUCCESS
ATM002732,ATM030,1002003323,CUST078,45000,WITHDRAWAL,2025-01-02T21:31:00Z,Bangalore,SUCCESS
ATM002733,ATM029,1002003453,CUST090,8000,WITHDRAWAL,2025-01-02T21:32:00Z,Hyderabad,SUCCESS
ATM002734,ATM026,1002003241,CUST103,8000,WITHDRAWAL,2025-01-02T21:33:00Z,Pune,SUCCESS
ATM002735,ATM005,1002003495,CUST172,5000,WITHDRAWAL,2025-01-02T21:34:00Z,Kolkata,SUCCESS
ATM002736,ATM032,1002003477,CUST004,5000,WITHDRAWAL,2025-01-02T21:35:00Z,Kolkata,SUCCESS
ATM002737,ATM016,1002003302,CUST437,60000,WITHDRAWAL,2025-01-02T21:36:00Z,Pune,SUCCESS
ATM002738,ATM036,1002003233,CUST385,8000,WITHDRAWAL,2025-01-02T21:37:00Z,Mumbai,SUCCESS
ATM002739,ATM006,1002003407,CUST453,15000,WITHDRAWAL,2025-01-02T21:38:00Z,Pune,SUCCESS
ATM002740,ATM025,1002003424,CUST058,2000,WITHDRAWAL,2025-01-02T21:39:00Z,Chennai,SUCCESS
ATM002741,ATM023,1002003067,CUST482,8000,WITHDRAWAL,2025-01-02T21:40:00Z,Pune,SUCCESS
ATM002742,ATM010,1002003115,CUST095,60000,WITHDRAWAL,2025-01-02T21:41:00Z,Kolkata,SUCCESS
ATM002743,ATM030,1002003196,CUST077,8000,WITHDRAWAL,2025-01-02T21:42:00Z,Delhi,SUCCESS
ATM002744,ATM011,1002003449,CUST133,5000,WITHDRAWAL,2025-01-02T21:43:00Z,Delhi,SUCCESS
ATM002745,ATM017,1002003061,CUST343,90000,WITHDRAWAL,2025-01-02T21:44:00Z,Mumbai,SUCCESS
ATM002746,ATM019,1002003490,CUST478,8000,WITHDRAWAL,2025-01-02T21:45:00Z,Delhi,SUCCESS
ATM002747,ATM035,1002003222,CUST228,5000,WITHDRAWAL,2025-01-02T21:46:00Z,Hyderabad,SUCCESS
ATM002748,ATM043,1002003417,CUST278,8000,WITHDRAWAL,2025-01-02T21:47:00Z,Kolkata,SUCCESS
ATM002749,ATM016,1002003462,CUST243,2000,WITHDRAWAL,2025-01-02T21:48:00Z,Pune,SUCCESS
ATM002750,ATM006,1002003436,CUST254,90000,WITHDRAWAL,2025-01-02T21:49:00Z,Mumbai,SUCCESS
ATM002751,ATM039,1002003218,CUST318,2000,WITHDRAWAL,2025-01-02T21:50:00Z,Delhi,SUCCESS
ATM002752,ATM028,1002003436,CUST264,15000,WITHDRAWAL,2025-01-02T21:51:00Z,Pune,SUCCESS
ATM002753,ATM041,1002003137,CUST135,5000,WITHDRAWAL,2025-01-02T21:52:00Z,Bangalore,SUCCESS
ATM002754,ATM024,1002003424,CUST471,60000,WITHDRAWAL,2025-01-02T21:53:00Z,Pune,SUCCESS
ATM002755,ATM041,1002003325,CUST117,2000,WITHDRAWAL,2025-01-02T21:54:00Z,Chennai,SUCCESS
ATM002756,ATM010,1002003079,CUST119,10000,WITHDRAWAL,2025-01-02T21:55:00Z,Pune,SUCCESS
ATM002757,ATM030,1002003412,CUST464,8000,WITHDRAWAL,2025-01-02T21:56:00Z,Mumbai,SUCCESS
ATM002758,ATM002,1002003042,CUST109,2000,WITHDRAWAL,2025-01-02T21:57:00Z,Chennai,SUCCESS
ATM002759,ATM049,1002003282,CUST022,45000,WITHDRAWAL,2025-01-02T21:58:00Z,Kolkata,SUCCESS
ATM002760,ATM044,1002003028,CUST140,2000,WITHDRAWAL,2025-01-02T21:59:00Z,Kolkata,SUCCESS
ATM002761,ATM049,1002003010,CUST256,10000,WITHDRAWAL,2025-01-02T22:00:00Z,Kolkata,SUCCESS
ATM002762,ATM016,1002003415,CUST040,45000,WITHDRAWAL,2025-01-02T22:01:00Z,Delhi,SUCCESS
ATM002763,ATM018,1002003034,CUST128,15000,WITHDRAWAL,2025-01-02T22:02:00Z,Delhi,SUCCESS
ATM002764,ATM050,1002003306,CUST157,45000,WITHDRAWAL,2025-01-02T22:03:00Z,Pune,SUCCESS
ATM002765,ATM014,1002003352,CUST073,15000,WITHDRAWAL,2025-01-02T22:04:00Z,Chennai,SUCCESS
ATM002766,ATM016,1002003366,CUST002,90000,WITHDRAWAL,2025-01-02T22:05:00Z,Delhi,SUCCESS
ATM002767,ATM035,1002003265,CUST106,8000,WITHDRAWAL,2025-01-02T22:06:00Z,Bangalore,SUCCESS
ATM002768,ATM035,1002003301,CUST130,15000,WITHDRAWAL,2025-01-02T22:07:00Z,Kolkata,SUCCESS
ATM002769,ATM005,1002003441,CUST441,8000,WITHDRAWAL,2025-01-02T22:08:00Z,Hyderabad,SUCCESS
ATM002770,ATM039,1002003145,CUST251,5000,WITHDRAWAL,2025-01-02T22:09:00Z,Bangalore,SUCCESS
ATM002771,ATM020,1002003196,CUST258,15000,WITHDRAWAL,2025-01-02T22:10:00Z,Kolkata,SUCCESS
ATM002772,ATM005,1002003101,CUST199,5000,WITHDRAWAL,2025-01-02T22:11:00Z,Hyderabad,SUCCESS
ATM002773,ATM021,1002003068,CUST377,60000,WITHDRAWAL,2025-01-02T22:12:00Z,Pune,SUCCESS
ATM002774,ATM027,1002003489,CUST373,8000,WITHDRAWAL,2025-01-02T22:13:00Z,Hyderabad,SUCCESS
ATM002775,ATM046,1002003339,CUST288,8000,WITHDRAWAL,2025-01-02T22:14:00Z,Pune,SUCCESS
ATM002776,ATM002,1002003200,CUST162,90000,WITHDRAWAL,2025-01-02T22:15:00Z,Hyderabad,SUCCESS
ATM002777,ATM038,1002003321,CUST119,90000,WITHDRAWAL,2025-01-02T22:16:00Z,Delhi,SUCCESS
ATM002778,ATM002,1002003009,CUST470,90000,WITHDRAWAL,2025-01-02T22:17:00Z,Chennai,SUCCESS
ATM002779,ATM042,1002003008,CUST286,15000,WITHDRAWAL,2025-01-02T22:18:00Z,Pune,SUCCESS
ATM002780,ATM042,1002003186,CUST163,8000,WITHDRAWAL,2025-01-02T22:19:00Z,Hyderabad,SUCCESS
ATM002781,ATM026,1002003012,CUST390,90000,WITHDRAWAL,2025-01-02T22:20:00Z,Chennai,SUCCESS
ATM002782,ATM016,1002003023,CUST499,5000,WITHDRAWAL,2025-01-02T22:21:00Z,Bangalore,SUCCESS
ATM002783,ATM043,1002003228,CUST295,2000,WITHDRAWAL,2025-01-02T22:22:00Z,Kolkata,SUCCESS
ATM002784,ATM016,1002003100,CUST429,15000,WITHDRAWAL,2025-01-02T22:23:00Z,Delhi,SUCCESS
ATM002785,ATM046,1002003437,CUST378,45000,WITHDRAWAL,2025-01-02T22:24:00Z,Kolkata,SUCCESS
ATM002786,ATM018,1002003005,CUST451,8000,WITHDRAWAL,2025-01-02T22:25:00Z,Bangalore,SUCCESS
ATM002787,ATM036,1002003127,CUST026,8000,WITHDRAWAL,2025-01-02T22:26:00Z,Bangalore,SUCCESS
ATM002788,ATM050,1002003389,CUST236,90000,WITHDRAWAL,2025-01-02T22:27:00Z,Pune,SUCCESS
ATM002789,ATM015,1002003279,CUST464,5000,WITHDRAWAL,2025-01-02T22:28:00Z,Kolkata,SUCCESS
ATM002790,ATM010,1002003188,CUST073,10000,WITHDRAWAL,2025-01-02T22:29:00Z,Mumbai,SUCCESS
ATM002791,ATM046,1002003213,CUST249,8000,WITHDRAWAL,2025-01-02T22:30:00Z,Delhi,SUCCESS
ATM002792,ATM008,1002003179,CUST001,10000,WITHDRAWAL,2025-01-02T22:31:00Z,Mumbai,SUCCESS
ATM002793,ATM019,1002003319,CUST453,8000,WITHDRAWAL,2025-01-02T22:32:00Z,Hyderabad,SUCCESS
ATM002794,ATM010,1002003463,CUST259,45000,WITHDRAWAL,2025-01-02T22:33:00Z,Pune,SUCCESS
ATM002795,ATM036,1002003376,CUST151,2000,WITHDRAWAL,2025-01-02T22:34:00Z,Hyderabad,SUCCESS
ATM002796,ATM034,1002003097,CUST331,90000,WITHDRAWAL,2025-01-02T22:35:00Z,Chennai,SUCCESS
ATM002797,ATM038,1002003438,CUST005,5000,WITHDRAWAL,2025-01-02T22:36:00Z,Pune,SUCCESS
ATM002798,ATM034,1002003108,CUST244,15000,WITHDRAWAL,2025-01-02T22:37:00Z,Mumbai,SUCCESS
ATM002799,ATM009,1002003392,CUST490,90000,WITHDRAWAL,2025-01-02T22:38:00Z,Bangalore,SUCCESS
ATM002800,ATM001,1002003163,CUST087,45000,WITHDRAWAL,2025-01-02T22:39:00Z,Kolkata,SUCCESS
ATM002801,ATM031,1002003076,CUST388,45000,WITHDRAWAL,2025-01-02T22:40:00Z,Delhi,SUCCESS
ATM002802,ATM028,1002003277,CUST348,5000,WITHDRAWAL,2025-01-02T22:41:00Z,Delhi,SUCCESS
ATM002803,ATM003,1002003253,CUST232,10000,WITHDRAWAL,2025-01-02T22:42:00Z,Bangalore,SUCCESS
ATM002804,ATM028,1002003062,CUST332,15000,WITHDRAWAL,2025-01-02T22:43:00Z,Kolkata,SUCCESS
ATM002805,ATM045,1002003462,CUST417,60000,WITHDRAWAL,2025-01-02T22:44:00Z,Kolkata,SUCCESS
ATM002806,ATM039,1002003090,CUST433,2000,WITHDRAWAL,2025-01-02T22:45:00Z,Kolkata,SUCCESS
ATM002807,ATM049,1002003241,CUST442,2000,WITHDRAWAL,2025-01-02T22:46:00Z,Bangalore,SUCCESS
ATM002808,ATM032,1002003392,CUST303,2000,WITHDRAWAL,2025-01-02T22:47:00Z,Chennai,SUCCESS
ATM002809,ATM029,1002003378,CUST024,8000,WITHDRAWAL,2025-01-02T22:48:00Z,Kolkata,SUCCESS
ATM002810,ATM015,1002003339,CUST023,45000,WITHDRAWAL,2025-01-02T22:49:00Z,Bangalore,SUCCESS
ATM002811,ATM048,1002003487,CUST194,5000,WITHDRAWAL,2025-01-02T22:50:00Z,Mumbai,SUCCESS
ATM002812,ATM003,1002003424,CUST371,8000,WITHDRAWAL,2025-01-02T22:51:00Z,Mumbai,SUCCESS
ATM002813,ATM050,1002003248,CUST204,90000,WITHDRAWAL,2025-01-02T22:52:00Z,Pune,SUCCESS
ATM002814,ATM031,1002003058,CUST076,2000,WITHDRAWAL,2025-01-02T22:53:00Z,Kolkata,SUCCESS
ATM002815,ATM019,1002003189,CUST416,10000,WITHDRAWAL,2025-01-02T22:54:00Z,Kolkata,SUCCESS
ATM002816,ATM031,1002003118,CUST368,10000,WITHDRAWAL,2025-01-02T22:55:00Z,Delhi,SUCCESS
ATM002817,ATM003,1002003046,CUST376,2000,WITHDRAWAL,2025-01-02T22:56:00Z,Chennai,SUCCESS
ATM002818,ATM008,1002003113,CUST153,10000,WITHDRAWAL,2025-01-02T22:57:00Z,Delhi,SUCCESS
ATM002819,ATM043,1002003148,CUST047,10000,WITHDRAWAL,2025-01-02T22:58:00Z,Kolkata,SUCCESS
ATM002820,ATM031,1002003290,CUST194,5000,WITHDRAWAL,2025-01-02T22:59:00Z,Chennai,SUCCESS
ATM002821,ATM024,1002003164,CUST445,90000,WITHDRAWAL,2025-01-02T23:00:00Z,Bangalore,SUCCESS
ATM002822,ATM025,1002003498,CUST133,15000,WITHDRAWAL,2025-01-02T23:01:00Z,Delhi,SUCCESS
ATM002823,ATM006,1002003007,CUST343,90000,WITHDRAWAL,2025-01-02T23:02:00Z,Mumbai,SUCCESS
ATM002824,ATM009,1002003128,CUST193,5000,WITHDRAWAL,2025-01-02T23:03:00Z,Bangalore,SUCCESS
ATM002825,ATM023,1002003015,CUST448,90000,WITHDRAWAL,2025-01-02T23:04:00Z,Kolkata,SUCCESS
ATM002826,ATM029,1002003427,CUST041,60000,WITHDRAWAL,2025-01-02T23:05:00Z,Hyderabad,SUCCESS
ATM002827,ATM030,1002003499,CUST415,15000,WITHDRAWAL,2025-01-02T23:06:00Z,Mumbai,SUCCESS
ATM002828,ATM012,1002003228,CUST476,45000,WITHDRAWAL,2025-01-02T23:07:00Z,Bangalore,SUCCESS
ATM002829,ATM025,1002003109,CUST039,90000,WITHDRAWAL,2025-01-02T23:08:00Z,Hyderabad,SUCCESS
